dt,날짜,target,target_max15,target_max15_trapz,is_clone,is_off,is_stop,is_corrupt,is_prod_missing,train_ok,train_ok_strict,hour,dow,is_weekend,is_holiday,after_off,off_run_prev,days_since_off,shift,is_transition,month,prod,prod_cap,prod_log,prod_zero,day_prod,day_prod_zero,day_prod_hours,prod_prev,prod_next,prod_diff,hol_op,hol_prod,hol_day_prod,cool,temp,humid,thi,wind,rain,lag24,lag168,lag336,lag_week_mean4,lag_prev_op,prev_day_mean,prev_day_max,last_week_day_mean,last_week_day_max
2021-01-01 13:00:00,20210101,22,23,22.5,False,False,False,False,True,True,False,13,5,0,1,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.6,44,43.246559999999995,3.5,0.0,,,,,,,,,
2021-01-01 14:00:00,20210101,23,23,22.5,False,False,False,False,True,True,False,14,5,0,1,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.6,43,43.36382,3.3,0.0,,,,,,,,,
2021-01-01 15:00:00,20210101,25,28,27.0,False,False,False,False,True,True,False,15,5,0,1,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,3.5,42,44.5843,3.0,0.0,,,,,,,,,
2021-01-01 16:00:00,20210101,23,23,23.0,False,False,False,False,True,True,False,16,5,0,1,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,3.0,43,43.85809999999999,3.1,0.0,,,,,,,,,
2021-01-01 17:00:00,20210101,22,23,22.5,False,False,False,False,True,True,False,17,5,0,1,0,0.0,,2,1,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.2,50,42.021,1.6,0.0,,,,,,,,,
2021-01-01 18:00:00,20210101,25,27,27.0,False,False,False,False,True,True,False,18,5,0,1,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.1,55,39.924949999999995,1.2,0.0,,,,,,,,,
2021-01-01 19:00:00,20210101,22,22,24.5,False,False,False,False,True,True,False,19,5,0,1,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.3,55,40.19584999999999,1.1,0.0,,,,,,,,,
2021-01-01 20:00:00,20210101,22,22,22.0,False,False,False,False,True,True,False,20,5,0,1,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.2,57,39.798159999999996,1.8,0.0,,,,,,,,,
2021-01-01 21:00:00,20210101,24,27,24.5,False,False,False,False,True,True,False,21,5,0,1,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.9,59,39.117689999999996,1.6,0.0,,,,,,,,,
2021-01-01 22:00:00,20210101,23,26,26.5,False,False,False,False,True,True,False,22,5,0,1,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-0.2,63,37.004259999999995,1.8,0.0,,,,,,,,,
2021-01-01 23:00:00,20210101,22,22,22.0,False,False,False,False,True,True,False,23,5,0,1,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,,0.0,0,0,0,0.0,0.0,57,38.148999999999994,1.9,0.0,,,,,,,,,
2021-01-02 00:00:00,20210102,63,64,63.5,True,False,False,False,True,True,False,0,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,,0.0,,0,0,0,0.0,-0.7,60,36.7372,1.1,0.0,61.0,,,,61.0,46.25,107.0,,
2021-01-02 01:00:00,20210102,105,116,114.5,True,False,False,False,True,True,False,1,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-1.7,64,34.69387999999999,1.0,0.0,105.0,,,,105.0,46.25,107.0,,
2021-01-02 02:00:00,20210102,104,107,109.5,True,False,False,False,True,True,False,2,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.5,66,33.20349999999999,1.7,0.0,104.0,,,,104.0,46.25,107.0,,
2021-01-02 03:00:00,20210102,105,110,110.0,True,False,False,False,True,True,False,3,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.4,72,32.34927999999999,0.8,0.0,105.0,,,,105.0,46.25,107.0,,
2021-01-02 04:00:00,20210102,107,108,108.5,True,False,False,False,True,True,False,4,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-1.4,74,33.55835999999999,1.8,0.0,107.0,,,,107.0,46.25,107.0,,
2021-01-02 05:00:00,20210102,92,99,98.5,True,False,False,False,True,True,False,5,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-1.1,74,34.021139999999995,1.5,0.0,92.0,,,,92.0,46.25,107.0,,
2021-01-02 06:00:00,20210102,107,111,110.5,True,False,False,False,True,True,False,6,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-0.7,68,35.53776,2.1,0.0,107.0,,,,107.0,46.25,107.0,,
2021-01-02 07:00:00,20210102,61,92,97.5,True,False,False,False,True,True,False,7,6,1,0,0,0.0,,0,1,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.1,74,32.478539999999995,0.2,0.0,61.0,,,,61.0,46.25,107.0,,
2021-01-02 08:00:00,20210102,24,27,28.0,True,False,False,False,True,True,False,8,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-1.9,65,34.24334999999999,1.4,0.0,24.0,,,,24.0,46.25,107.0,,
2021-01-02 09:00:00,20210102,22,22,22.0,True,False,False,False,True,True,False,9,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.1,56,38.428439999999995,0.9,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-02 10:00:00,20210102,22,22,22.0,True,False,False,False,True,True,False,10,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.0,58,39.3902,1.4,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-02 11:00:00,20210102,25,28,27.5,True,False,False,False,True,True,False,11,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.4,43,41.880979999999994,2.3,0.0,25.0,,,,25.0,46.25,107.0,,
2021-01-02 12:00:00,20210102,22,23,24.5,True,False,False,False,True,True,False,12,6,1,0,0,0.0,,1,1,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.6,39,43.83286,3.1,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-02 13:00:00,20210102,22,23,22.5,True,False,False,False,True,True,False,13,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.6,35,44.301899999999996,4.1,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-02 14:00:00,20210102,23,23,22.5,True,False,False,False,True,True,False,14,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.6,31,44.770939999999996,4.4,0.0,23.0,,,,23.0,46.25,107.0,,
2021-01-02 15:00:00,20210102,25,28,27.0,True,False,False,False,True,True,False,15,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.6,30,44.8882,3.5,0.0,25.0,,,,25.0,46.25,107.0,,
2021-01-02 16:00:00,20210102,23,23,23.0,True,False,False,False,True,True,False,16,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.4,27,45.024519999999995,3.7,0.0,23.0,,,,23.0,46.25,107.0,,
2021-01-02 17:00:00,20210102,22,23,22.5,True,False,False,False,True,True,False,17,6,1,0,0,0.0,,2,1,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.2,26,43.86288,3.6,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-02 18:00:00,20210102,25,27,27.0,True,False,False,False,True,True,False,18,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.3,28,42.622159999999994,3.0,0.0,25.0,,,,25.0,46.25,107.0,,
2021-01-02 19:00:00,20210102,22,22,24.5,True,False,False,False,True,True,False,19,6,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-0.6,30,41.3458,3.2,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-02 20:00:00,20210102,22,22,22.0,True,False,False,False,True,True,False,20,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-0.9,30,41.0137,3.3,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-02 21:00:00,20210102,24,27,24.5,True,False,False,False,True,True,False,21,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-1.2,31,40.52672,2.8,0.0,24.0,,,,24.0,46.25,107.0,,
2021-01-02 22:00:00,20210102,23,26,26.5,True,False,False,False,True,True,False,22,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-1.7,33,39.64861,3.1,0.0,23.0,,,,23.0,46.25,107.0,,
2021-01-02 23:00:00,20210102,22,22,22.0,True,False,False,False,True,True,False,23,6,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,,0.0,0,0,0,0.0,-2.1,35,38.86635,2.9,0.0,22.0,,,,22.0,46.25,107.0,,
2021-01-03 00:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,0,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,,0.0,,0,0,0,0.0,-2.1,34,39.030139999999996,2.8,0.0,63.0,,,,63.0,46.333333333333336,107.0,,
2021-01-03 01:00:00,20210103,25,27,25.5,True,True,False,False,False,True,True,1,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.5,35,38.403749999999995,2.1,0.0,105.0,,,,105.0,46.333333333333336,107.0,,
2021-01-03 02:00:00,20210103,22,22,23.0,True,True,False,False,False,True,True,2,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.5,34,38.57149999999999,2.9,0.0,104.0,,,,104.0,46.333333333333336,107.0,,
2021-01-03 03:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,3,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.5,36,38.236,3.3,0.0,105.0,,,,105.0,46.333333333333336,107.0,,
2021-01-03 04:00:00,20210103,24,27,25.5,True,True,False,False,False,True,True,4,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.2,35,38.750699999999995,3.3,0.0,107.0,,,,107.0,46.333333333333336,107.0,,
2021-01-03 05:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,5,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.5,39,37.732749999999996,3.5,0.0,92.0,,,,92.0,46.333333333333336,107.0,,
2021-01-03 06:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,6,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.3,39,37.97197,3.6,0.0,107.0,,,,107.0,46.333333333333336,107.0,,
2021-01-03 07:00:00,20210103,24,26,25.5,True,True,False,False,False,True,True,7,7,1,0,0,0.0,,0,1,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.5,38,37.900499999999994,4.7,0.0,61.0,,,,61.0,46.333333333333336,107.0,,
2021-01-03 08:00:00,20210103,22,22,23.5,True,True,False,False,False,True,True,8,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.3,32,39.13236,4.2,0.0,24.0,,,,24.0,46.333333333333336,107.0,,
2021-01-03 09:00:00,20210103,23,24,23.0,True,True,False,False,False,True,True,9,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-2.5,29,39.41025,3.2,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-03 10:00:00,20210103,23,25,23.5,True,True,False,False,False,True,True,10,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,-1.3,27,41.038509999999995,4.3,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-03 11:00:00,20210103,24,27,26.0,True,True,False,False,False,True,True,11,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,25,42.724999999999994,3.5,0.0,25.0,,,,25.0,46.333333333333336,107.0,,
2021-01-03 12:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,12,7,1,0,0,0.0,,1,1,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.1,23,44.152469999999994,3.8,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-03 13:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,13,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.5,22,45.723499999999994,3.8,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-03 14:00:00,20210103,24,27,25.5,True,True,False,False,False,True,True,14,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.5,24,45.486999999999995,3.6,0.0,23.0,,,,23.0,46.333333333333336,107.0,,
2021-01-03 15:00:00,20210103,22,22,23.0,True,True,False,False,False,True,True,15,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,2.3,27,44.91679,3.1,0.0,25.0,,,,25.0,46.333333333333336,107.0,,
2021-01-03 16:00:00,20210103,23,24,23.0,True,True,False,False,False,True,True,16,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.7,29,44.018069999999994,2.5,0.0,23.0,,,,23.0,46.333333333333336,107.0,,
2021-01-03 17:00:00,20210103,23,25,23.5,True,True,False,False,False,True,True,17,7,1,0,0,0.0,,2,1,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,1.2,31,43.20728,1.9,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-03 18:00:00,20210103,23,27,26.0,True,True,False,False,False,True,True,18,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.9,33,42.604029999999995,1.8,0.0,25.0,,,,25.0,46.333333333333336,107.0,,
2021-01-03 19:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,19,7,1,0,0,0.0,,2,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.9,34,42.469939999999994,1.8,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-03 20:00:00,20210103,22,22,22.0,True,True,False,False,False,True,True,20,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.6,37,41.71478,1.7,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-03 21:00:00,20210103,25,27,26.5,True,True,False,False,False,True,True,21,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.4,37,41.479519999999994,2.3,0.0,24.0,,,,24.0,46.333333333333336,107.0,,
2021-01-03 22:00:00,20210103,23,23,23.0,True,True,False,False,False,True,True,22,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,38,40.866,1.8,0.0,23.0,,,,23.0,46.333333333333336,107.0,,
2021-01-03 23:00:00,20210103,23,24,23.0,True,True,False,False,False,True,True,23,7,1,0,0,0.0,,0,0,1,0,0,0.0,1,0,1,0,0.0,,0.0,0,0,0,0.0,-0.4,39,40.24455999999999,0.6,0.0,22.0,,,,22.0,46.333333333333336,107.0,,
2021-01-04 00:00:00,20210104,68,72,69.5,True,False,False,False,False,True,True,0,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,,0.0,,0,0,0,0.0,-0.1,39,40.60339,1.7,0.0,,,,,63.0,,,,
2021-01-04 01:00:00,20210104,108,119,114.0,True,False,False,False,False,True,True,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,0.0,0.0,0.0,0,0,0,0.0,-0.9,44,38.886959999999995,1.3,0.0,,,,,105.0,,,,
2021-01-04 02:00:00,20210104,110,116,113.5,True,False,False,False,False,True,True,2,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,0.0,0.0,0.0,0,0,0,0.0,-0.4,42,39.80368,1.4,0.0,,,,,104.0,,,,
2021-01-04 03:00:00,20210104,107,113,110.0,True,False,False,False,False,True,True,3,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,0.0,0.0,0.0,0,0,0,0.0,-2.1,50,36.409499999999994,1.5,0.0,,,,,105.0,,,,
2021-01-04 04:00:00,20210104,109,115,114.0,True,False,False,False,False,True,True,4,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,0.0,0.0,0.0,0,0,0,0.0,-1.9,50,36.6705,1.8,0.0,,,,,107.0,,,,
2021-01-04 05:00:00,20210104,90,107,99.0,True,False,False,False,False,True,True,5,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,0.0,0.0,0.0,0,0,0,0.0,-2.8,53,34.98384,1.3,0.0,,,,,92.0,,,,
2021-01-04 06:00:00,20210104,109,118,115.0,True,False,False,False,False,True,True,6,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,0.0,0.0,0.0,0,0,0,0.0,-4.2,60,31.823199999999993,0.7,0.0,,,,,107.0,,,,
2021-01-04 07:00:00,20210104,128,142,139.0,True,False,False,False,False,True,True,7,1,0,0,1,1.0,1.0,0,1,1,0,0,0.0,1,13672,0,13,0.0,165.0,0.0,0,0,0,0.0,-3.0,56,34.1988,3.3,0.0,,,,,61.0,,,,
2021-01-04 08:00:00,20210104,156,159,159.0,True,False,False,False,False,True,True,8,1,0,0,1,1.0,1.0,2,0,1,165,165,5.111987788356544,0,13672,0,13,0.0,313.0,165.0,0,0,0,0.0,-2.7,53,35.117309999999996,4.1,0.0,,,,,24.0,,,,
2021-01-04 09:00:00,20210104,160,166,162.5,True,False,False,False,False,True,True,9,1,0,0,1,1.0,1.0,2,0,1,313,313,5.749392985908253,0,13672,0,13,165.0,2757.0,148.0,0,0,0,0.0,-1.5,48,37.508199999999995,2.4,0.0,,,,,22.0,,,,
2021-01-04 10:00:00,20210104,157,173,170.5,True,False,False,False,False,True,True,10,1,0,0,1,1.0,1.0,2,0,1,2757,800,7.922261058353247,0,13672,0,13,313.0,983.0,2444.0,0,0,0,0.0,0.4,39,41.20144,2.4,0.0,,,,,22.0,,,,
2021-01-04 11:00:00,20210104,149,155,154.5,True,False,False,False,False,True,True,11,1,0,0,1,1.0,1.0,2,0,1,983,800,6.891625897052253,0,13672,0,13,2757.0,96.0,-1774.0,0,0,0,0.0,2.1,31,44.212489999999995,2.5,0.0,,,,,25.0,,,,
2021-01-04 12:00:00,20210104,89,118,115.0,True,False,False,False,False,True,True,12,1,0,0,1,1.0,1.0,1,1,1,96,96,4.574710978503383,0,13672,0,13,983.0,791.0,-887.0,0,0,0,0.0,4.0,30,46.437999999999995,3.3,0.0,,,,,22.0,,,,
2021-01-04 13:00:00,20210104,155,158,158.0,True,False,False,False,False,True,True,13,1,0,0,1,1.0,1.0,2,0,1,791,791,6.674561391814426,0,13672,0,13,96.0,2485.0,695.0,0,0,0,0.0,5.4,32,47.808719999999994,3.1,0.0,,,,,22.0,,,,
2021-01-04 14:00:00,20210104,152,160,155.5,True,False,False,False,False,True,True,14,1,0,0,1,1.0,1.0,2,0,1,2485,800,7.818430272070656,0,13672,0,13,791.0,2313.0,1694.0,0,0,0,0.0,6.2,35,48.4653,3.4,0.0,,,,,23.0,,,,
2021-01-04 15:00:00,20210104,140,149,146.5,True,False,False,False,False,True,True,15,1,0,0,1,1.0,1.0,2,0,1,2313,800,7.746732907753622,0,13672,0,13,2485.0,1906.0,-172.0,0,0,0,0.0,6.3,35,48.580949999999994,3.2,0.0,,,,,25.0,,,,
2021-01-04 16:00:00,20210104,142,145,144.5,True,False,False,False,False,True,True,16,1,0,0,1,1.0,1.0,2,0,1,1906,800,7.553286605600419,0,13672,0,13,2313.0,1725.0,-407.0,0,0,0,0.0,6.2,37,48.30206,2.8,0.0,,,,,23.0,,,,
2021-01-04 17:00:00,20210104,122,143,140.5,True,False,False,False,False,True,True,17,1,0,0,1,1.0,1.0,2,1,1,1725,800,7.453561871643373,0,13672,0,13,1906.0,0.0,-181.0,0,0,0,0.0,4.6,38,46.32252,1.8,0.0,,,,,22.0,,,,
2021-01-04 18:00:00,20210104,139,145,141.0,True,False,False,False,False,True,True,18,1,0,0,1,1.0,1.0,2,0,1,0,0,0.0,1,13672,0,13,1725.0,0.0,-1725.0,0,0,0,0.0,3.1,42,44.093979999999995,1.5,0.0,,,,,25.0,,,,
2021-01-04 19:00:00,20210104,113,135,140.0,True,False,False,False,False,True,True,19,1,0,0,1,1.0,1.0,2,0,1,0,0,0.0,1,13672,0,13,0.0,46.0,0.0,0,0,0,0.0,2.1,45,42.501549999999995,1.0,0.0,,,,,22.0,,,,
2021-01-04 20:00:00,20210104,101,111,108.0,True,False,False,False,False,True,True,20,1,0,0,1,1.0,1.0,0,0,1,46,46,3.8501476017100584,0,13672,0,13,0.0,40.0,46.0,0,0,0,0.0,1.6,47,41.619479999999996,1.0,0.0,,,,,22.0,,,,
2021-01-04 21:00:00,20210104,108,110,110.5,True,False,False,False,False,True,True,21,1,0,0,1,1.0,1.0,0,0,1,40,40,3.713572066704308,0,13672,0,13,46.0,0.0,-6.0,0,0,0,0.0,0.5,53,39.388349999999996,0.8,0.0,,,,,24.0,,,,
2021-01-04 22:00:00,20210104,107,111,111.0,True,False,False,False,False,True,True,22,1,0,0,1,1.0,1.0,0,0,1,0,0,0.0,1,13672,0,13,40.0,52.0,-40.0,0,0,0,0.0,0.9,52,40.05632,0.4,0.0,,,,,23.0,,,,
2021-01-04 23:00:00,20210104,97,112,110.5,True,False,False,False,False,True,True,23,1,0,0,1,1.0,1.0,0,0,1,52,52,3.970291913552122,0,13672,0,13,0.0,,52.0,0,0,0,0.0,0.2,56,38.564879999999995,0.8,0.0,,,,,22.0,,,,
2021-01-05 00:00:00,20210105,24,26,43.5,True,True,False,False,False,True,True,0,2,0,0,0,0.0,2.0,0,0,1,0,0,0.0,1,0,1,0,,0.0,,0,0,0,0.0,0.1,58,38.14442,0.5,0.0,68.0,,,,68.0,121.5,160.0,,
