dt,날짜,fold,hour,dow,target,pred,error,abs_error,is_peak,prod,day_prod,temp,is_holiday,after_off,off_run_prev,is_transition,after_prod_end,is_off
2021-05-20 02:00:00,20210520,2021-05,2,4,22,89.95817669805614,-67.95817669805614,67.95817669805614,False,0,15890,17.4,0,0,0.0,0,0,False
2021-05-19 19:00:00,20210519,2021-05,19,3,23,90.80116462070798,-67.80116462070798,67.80116462070798,False,0,2990,21.5,1,0,0.0,0,1,False
2021-07-22 08:00:00,20210722,2021-07,8,4,197,134.01623698877998,62.98376301122002,62.98376301122002,True,709,15801,27.7,0,0,0.0,0,0,False
2021-07-22 09:00:00,20210722,2021-07,9,4,192,129.52565890080427,62.474341099195726,62.474341099195726,True,491,15801,28.1,0,0,0.0,0,0,False
2021-05-19 23:00:00,20210519,2021-05,23,3,21,82.11627686913756,-61.116276869137565,61.116276869137565,False,0,2990,17.8,1,0,0.0,0,1,False
2021-05-20 05:00:00,20210520,2021-05,5,4,23,83.0855149091534,-60.0855149091534,60.0855149091534,False,0,15890,16.5,0,0,0.0,0,0,False
2021-05-19 20:00:00,20210519,2021-05,20,3,21,80.8657583433869,-59.8657583433869,59.8657583433869,False,0,2990,19.6,1,0,0.0,0,1,False
2021-05-19 21:00:00,20210519,2021-05,21,3,22,81.42485049061173,-59.42485049061173,59.42485049061173,False,0,2990,18.8,1,0,0.0,0,1,False
2021-05-12 13:00:00,20210512,2021-05,13,3,178,119.60226146294711,58.39773853705289,58.39773853705289,True,1820,20189,19.3,0,0,0.0,0,0,False
2021-05-19 22:00:00,20210519,2021-05,22,3,23,78.88826411626276,-55.88826411626276,55.88826411626276,False,0,2990,18.2,1,0,0.0,0,1,False
2021-07-29 11:00:00,20210729,2021-07,11,4,207,152.1280122840844,54.871987715915594,54.871987715915594,True,1597,25698,30.2,0,0,0.0,0,0,False
2021-05-19 07:00:00,20210519,2021-05,7,3,54,105.1170793413552,-51.11707934135519,51.11707934135519,False,780,2990,17.5,1,0,0.0,1,0,False
2021-05-05 07:00:00,20210505,2021-05,7,3,63,113.44380577551391,-50.44380577551391,50.44380577551391,False,1071,2190,15.5,1,0,0.0,1,0,False
2021-07-22 11:00:00,20210722,2021-07,11,4,186,136.31609216536313,49.68390783463687,49.68390783463687,True,691,15801,29.5,0,0,0.0,0,0,False
2021-07-22 10:00:00,20210722,2021-07,10,4,180,132.48762784276929,47.512372157230715,47.512372157230715,True,679,15801,28.7,0,0,0.0,0,0,False
2021-05-12 11:00:00,20210512,2021-05,11,3,168,120.58270902194228,47.41729097805772,47.41729097805772,False,952,20189,17.0,0,0,0.0,0,0,False
2021-05-26 13:00:00,20210526,2021-05,13,3,157,110.82183425447602,46.178165745523984,46.178165745523984,False,2094,19944,23.2,0,0,0.0,0,0,False
2021-08-23 18:00:00,20210823,2021-08,18,1,156,109.84658389455211,46.15341610544789,46.15341610544789,False,651,16580,21.9,0,1,1.0,0,0,False
2021-05-12 08:00:00,20210512,2021-05,8,3,169,123.17548970149699,45.824510298503014,45.824510298503014,False,691,20189,15.9,0,0,0.0,0,0,False
2021-07-20 10:00:00,20210720,2021-07,10,2,189,143.1884237441924,45.81157625580761,45.81157625580761,True,1282,23473,31.1,0,0,0.0,0,0,False
2021-05-12 18:00:00,20210512,2021-05,18,3,157,111.23905026377344,45.760949736226564,45.760949736226564,False,1012,20189,17.5,0,0,0.0,0,0,False
2021-05-19 12:00:00,20210519,2021-05,12,3,22,67.65400717273515,-45.65400717273515,45.65400717273515,False,0,2990,25.7,1,0,0.0,1,1,False
2021-07-29 09:00:00,20210729,2021-07,9,4,198,152.45717315656964,45.54282684343036,45.54282684343036,True,1181,25698,30.1,0,0,0.0,0,0,False
2021-07-29 13:00:00,20210729,2021-07,13,4,192,146.6083669049975,45.391633095002504,45.391633095002504,True,1480,25698,31.6,0,0,0.0,0,0,False
2021-05-12 14:00:00,20210512,2021-05,14,3,164,119.31990762379318,44.680092376206815,44.680092376206815,False,1492,20189,20.8,0,0,0.0,0,0,False
2021-07-26 11:00:00,20210726,2021-07,11,1,190,146.0215268344723,43.9784731655277,43.9784731655277,True,3069,24022,30.8,0,1,1.0,0,0,False
2021-07-20 09:00:00,20210720,2021-07,9,2,191,148.19745905405816,42.80254094594184,42.80254094594184,True,1828,23473,30.8,0,0,0.0,0,0,False
2021-07-20 05:00:00,20210720,2021-07,5,2,91,133.00018769039286,-42.00018769039286,42.00018769039286,False,388,23473,25.1,0,0,0.0,0,0,False
2021-05-26 14:00:00,20210526,2021-05,14,3,157,115.38461586098731,41.61538413901269,41.61538413901269,False,2331,19944,23.1,0,0,0.0,0,0,False
2021-05-20 00:00:00,20210520,2021-05,0,4,20,61.339545094368084,-41.339545094368084,41.339545094368084,False,0,15890,17.9,0,0,0.0,0,0,False
2021-05-26 11:00:00,20210526,2021-05,11,3,157,115.80416455780237,41.195835442197634,41.195835442197634,False,608,19944,22.1,0,0,0.0,0,0,False
2021-07-29 10:00:00,20210729,2021-07,10,4,187,146.3284211027101,40.67157889728989,40.67157889728989,True,884,25698,30.5,0,0,0.0,0,0,False
2021-05-26 08:00:00,20210526,2021-05,8,3,155,114.89091477267353,40.109085227326474,40.109085227326474,False,1027,19944,17.3,0,0,0.0,0,0,False
2021-05-12 16:00:00,20210512,2021-05,16,3,159,118.92848657391583,40.07151342608417,40.07151342608417,False,760,20189,18.1,0,0,0.0,0,0,False
2021-07-20 08:00:00,20210720,2021-07,8,2,188,148.61215871031928,39.38784128968072,39.38784128968072,True,1248,23473,29.7,0,0,0.0,0,0,False
2021-08-16 06:00:00,20210816,2021-08,6,1,23,62.10093017487933,-39.10093017487933,39.10093017487933,False,0,10238,22.2,1,1,1.0,0,0,False
2021-07-22 13:00:00,20210722,2021-07,13,4,171,132.03357674067527,38.96642325932473,38.96642325932473,False,2297,15801,28.3,0,0,0.0,0,0,False
2021-08-16 19:00:00,20210816,2021-08,19,1,89,127.88381685401134,-38.88381685401134,38.88381685401134,False,31,10238,23.5,1,1,1.0,0,0,False
2021-07-19 11:00:00,20210719,2021-07,11,1,199,160.2470136101546,38.752986389845404,38.752986389845404,True,1280,13584,28.4,0,1,1.0,0,0,False
2021-08-16 16:00:00,20210816,2021-08,16,1,116,154.52550421512566,-38.525504215125665,38.525504215125665,False,1490,10238,24.7,1,1,1.0,0,0,False
2021-07-20 13:00:00,20210720,2021-07,13,2,178,139.6968525044879,38.30314749551209,38.30314749551209,True,1234,23473,30.1,0,0,0.0,0,0,False
2021-07-29 08:00:00,20210729,2021-07,8,4,192,153.89329715143606,38.10670284856394,38.10670284856394,True,909,25698,28.6,0,0,0.0,0,0,False
2021-07-20 11:00:00,20210720,2021-07,11,2,190,151.99469787215847,38.00530212784153,38.00530212784153,True,1327,23473,31.7,0,0,0.0,0,0,False
2021-05-12 09:00:00,20210512,2021-05,9,3,160,122.55845491323215,37.441545086767846,37.441545086767846,False,716,20189,16.2,0,0,0.0,0,0,False
2021-07-20 22:00:00,20210720,2021-07,22,2,112,149.36105106284015,-37.36105106284015,37.36105106284015,False,235,23473,25.9,0,0,0.0,0,0,False
2021-07-29 14:00:00,20210729,2021-07,14,4,187,149.76074020442152,37.23925979557848,37.23925979557848,True,3092,25698,30.7,0,0,0.0,0,0,False
2021-07-08 11:00:00,20210708,2021-07,11,4,190,153.21850193088548,36.78149806911452,36.78149806911452,True,562,19519,26.8,0,0,0.0,0,0,False
2021-07-27 11:00:00,20210727,2021-07,11,2,207,170.28383883314368,36.716161166856324,36.716161166856324,True,857,20776,30.7,0,0,0.0,0,0,False
2021-07-06 11:00:00,20210706,2021-07,11,2,176,139.43639414203795,36.563605857962045,36.563605857962045,True,568,16581,23.2,0,0,0.0,0,0,False
2021-05-26 09:00:00,20210526,2021-05,9,3,154,117.59499491248357,36.40500508751643,36.40500508751643,False,824,19944,19.2,0,0,0.0,0,0,False
2021-05-12 15:00:00,20210512,2021-05,15,3,153,117.42215488348445,35.57784511651555,35.57784511651555,False,1155,20189,19.8,0,0,0.0,0,0,False
2021-07-26 08:00:00,20210726,2021-07,8,1,198,162.54958564774975,35.45041435225025,35.45041435225025,True,805,24022,29.4,0,1,1.0,0,0,False
2021-08-30 18:00:00,20210830,2021-08,18,1,168,133.00570791023043,34.99429208976957,34.99429208976957,False,579,10719,25.0,0,1,1.0,0,0,False
2021-08-16 15:00:00,20210816,2021-08,15,1,133,167.28409107360403,-34.28409107360403,34.28409107360403,False,547,10238,25.0,1,1,1.0,0,0,False
2021-07-29 18:00:00,20210729,2021-07,18,4,174,140.44320853836575,33.55679146163425,33.55679146163425,True,5687,25698,28.2,0,0,0.0,0,0,False
2021-07-23 11:00:00,20210723,2021-07,11,5,188,154.53382972826927,33.46617027173073,33.46617027173073,True,1813,23560,28.9,0,0,0.0,0,0,False
2021-08-13 20:00:00,20210813,2021-08,20,5,117,83.88158370622699,33.11841629377301,33.11841629377301,False,0,17668,24.8,0,0,0.0,0,0,False
2021-07-22 14:00:00,20210722,2021-07,14,4,182,149.07508765863972,32.92491234136028,32.92491234136028,True,383,15801,28.6,0,0,0.0,0,0,False
2021-08-16 18:00:00,20210816,2021-08,18,1,92,124.38826268618652,-32.38826268618652,32.38826268618652,False,22,10238,23.9,1,1,1.0,0,0,False
2021-05-20 07:00:00,20210520,2021-05,7,4,64,95.84475902205052,-31.844759022050525,31.844759022050525,False,0,15890,17.6,0,0,0.0,1,0,False
2021-07-06 14:00:00,20210706,2021-07,14,2,179,147.35038352707852,31.64961647292148,31.64961647292148,True,648,16581,23.5,0,0,0.0,0,0,False
2021-05-17 07:00:00,20210517,2021-05,7,1,50,81.43619508562837,-31.43619508562837,31.43619508562837,False,24,13391,13.7,0,1,1.0,1,0,False
2021-07-20 23:00:00,20210720,2021-07,23,2,109,140.38341120164546,-31.38341120164546,31.38341120164546,False,108,23473,25.3,0,0,0.0,0,0,False
2021-07-06 09:00:00,20210706,2021-07,9,2,180,148.8227794137443,31.177220586255686,31.177220586255686,True,734,16581,24.6,0,0,0.0,0,0,False
2021-07-29 19:00:00,20210729,2021-07,19,4,169,137.92997576062817,31.070024239371833,31.070024239371833,False,2616,25698,27.5,0,0,0.0,0,0,False
2021-07-21 09:00:00,20210721,2021-07,9,3,204,173.11297398427493,30.88702601572507,30.88702601572507,True,1013,19461,29.1,0,0,0.0,0,0,False
2021-08-16 10:00:00,20210816,2021-08,10,1,144,174.75327033011027,-30.75327033011027,30.75327033011027,False,1720,10238,25.5,1,1,1.0,0,0,False
2021-05-26 10:00:00,20210526,2021-05,10,3,147,116.45557020163005,30.544429798369947,30.544429798369947,False,2179,19944,21.2,0,0,0.0,0,0,False
2021-07-21 14:00:00,20210721,2021-07,14,3,199,169.43058248092015,29.56941751907985,29.56941751907985,True,972,19461,29.4,0,0,0.0,0,0,False
2021-08-16 14:00:00,20210816,2021-08,14,1,146,175.5486541152342,-29.5486541152342,29.5486541152342,False,1828,10238,25.9,1,1,1.0,0,0,False
