dt,날짜,target,target_max15,target_max15_trapz,is_clone,is_off,is_stop,is_corrupt,is_prod_missing,train_ok,train_ok_strict,hour,dow,is_weekend,is_holiday,after_off,off_run_prev,days_since_off,shift,is_transition,month,prod,prod_cap,prod_log,prod_zero,day_prod,day_prod_zero,day_prod_hours,prod_prev,prod_next,prod_diff,cool,temp,humid,thi,wind,rain,lag24,lag168,lag336,lag_week_mean4,lag_prev_op,prev_day_mean,prev_day_max,last_week_day_mean,last_week_day_max,ym,fold,y,p,err,abs_err,peak
2021-05-05 10:00:00,20210505,23,25,24.5,False,False,False,False,False,True,True,10,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.0,19.3,35,63.615449999999996,3.7,3.5,161.0,151.0,161.0,159.0,161.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,23,138.60267531450202,-115.60267531450202,115.60267531450202,False
2021-05-05 11:00:00,20210505,21,22,22.5,False,False,False,False,False,True,True,11,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.0,21.7,27,65.81640999999999,3.4,3.5,173.0,167.0,156.0,165.25,173.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,21,141.24307916493066,-120.24307916493066,120.24307916493066,False
2021-05-05 12:00:00,20210505,20,21,21.5,False,False,False,False,False,True,True,12,3,0,1,0,0.0,3.0,1,1,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.8000000000000007,22.8,22,66.58784,4.0,3.5,104.0,98.0,92.0,97.5,104.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,20,90.98515138125195,-70.98515138125195,70.98515138125195,False
2021-05-05 13:00:00,20210505,24,26,25.5,False,False,False,False,False,True,True,13,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,1.3000000000000007,23.3,22,67.10174,4.2,3.5,165.0,162.0,151.0,164.0,165.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,24,139.71823256307704,-115.71823256307704,115.71823256307704,False
2021-05-05 14:00:00,20210505,21,21,23.0,False,False,False,False,False,True,True,14,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,1.6999999999999993,23.7,17,67.05471,4.3,3.5,166.0,151.0,161.0,159.75,166.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,21,135.9814755299805,-114.98147552998049,114.98147552998049,False
2021-05-05 15:00:00,20210505,21,21,21.0,False,False,False,False,False,True,True,15,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,1.6000000000000014,23.6,20,67.2288,2.4,3.5,159.0,140.0,148.0,151.25,159.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,21,130.71057433572972,-109.71057433572972,109.71057433572972,False
2021-05-05 16:00:00,20210505,23,26,24.0,False,False,False,False,False,True,True,16,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,1.3999999999999986,23.4,16,66.67256,2.9,3.5,161.0,137.0,151.0,150.25,161.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,23,129.06324352050444,-106.06324352050444,106.06324352050444,False
2021-05-05 17:00:00,20210505,22,25,25.5,False,False,False,False,False,True,True,17,3,0,1,0,0.0,3.0,2,1,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.6000000000000014,22.6,18,66.05932,3.2,3.5,123.0,125.0,112.0,120.0,123.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,22,117.64984667192185,-95.64984667192185,95.64984667192185,False
2021-05-05 18:00:00,20210505,21,21,21.0,False,False,False,False,False,True,True,18,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.0,21.4,20,65.0112,2.3,3.5,163.0,148.0,141.0,140.0,163.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,21,129.5078765726177,-108.5078765726177,108.5078765726177,False
2021-05-05 19:00:00,20210505,21,21,21.0,False,False,False,False,False,True,True,19,3,0,1,0,0.0,3.0,2,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.0,20.1,27,64.09273,2.3,3.5,158.0,117.0,130.0,126.5,158.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,21,117.60965179322574,-96.60965179322574,96.60965179322574,False
2021-05-05 20:00:00,20210505,24,26,25.0,False,False,False,False,False,True,True,20,3,0,1,0,0.0,3.0,0,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.0,19.0,29,62.9979,1.5,3.5,124.0,105.0,119.0,116.75,124.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,24,112.80250081831086,-88.80250081831086,88.80250081831086,False
2021-05-05 21:00:00,20210505,21,22,21.5,False,False,False,False,False,True,True,21,3,0,1,0,0.0,3.0,0,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.0,17.2,35,61.1868,2.2,3.5,125.0,111.0,119.0,115.75,125.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,21,110.41097165296246,-89.41097165296246,89.41097165296246,False
2021-05-05 22:00:00,20210505,22,22,22.0,False,False,False,False,False,True,True,22,3,0,1,0,0.0,3.0,0,0,5,0,0,0.0,1,2190,0,8,0.0,0.0,0.0,0.0,16.9,32,60.76692,3.3,3.5,105.0,103.0,106.0,105.75,105.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,22,103.0501098552799,-81.0501098552799,81.0501098552799,False
2021-05-05 23:00:00,20210505,24,26,25.5,False,False,False,False,False,True,True,23,3,0,1,0,0.0,3.0,0,0,5,0,0,0.0,1,2190,0,8,0.0,,0.0,0.0,14.3,41,57.82437,1.3,3.5,95.0,95.0,100.0,97.25,95.0,130.70833333333334,173.0,121.54166666666667,167.0,2021-05,2021-05,24,95.37788099651607,-71.37788099651607,71.37788099651607,False
2021-05-11 00:00:00,20210511,64,68,76.0,False,False,False,False,False,True,True,0,2,0,0,0,0.0,9.0,0,0,5,27,27,3.332204510175204,0,22088,0,22,,48.0,,0.0,13.7,86,56.76317999999999,1.3,0.2,23.0,65.0,62.0,52.75,23.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,64,61.45682504865374,2.543174951346259,2.543174951346259,False
2021-05-11 01:00:00,20210511,98,110,107.5,False,False,False,False,False,True,True,1,2,0,0,0,0.0,9.0,0,0,5,48,48,3.8918202981106265,0,22088,0,22,27.0,487.0,21.0,0.0,13.5,87,56.421549999999996,1.3,0.0,23.0,108.0,95.0,79.75,23.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,98,98.2085246575236,-0.20852465752359706,0.20852465752359706,False
2021-05-11 02:00:00,20210511,104,108,106.0,False,False,False,False,False,True,True,2,2,0,0,0,0.0,9.0,0,0,5,487,487,6.1903154058531475,0,22088,0,22,48.0,119.0,439.0,0.0,13.5,89,56.40285,1.2,0.0,25.0,116.0,101.0,82.75,25.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,104,102.59115651869458,1.408843481305425,1.408843481305425,False
2021-05-11 03:00:00,20210511,101,105,102.0,False,False,False,False,False,True,True,3,2,0,0,0,0.0,9.0,0,0,5,119,119,4.787491742782046,0,22088,0,22,487.0,82.0,-368.0,0.0,13.5,90,56.393499999999996,0.6,0.0,23.0,104.0,94.0,76.5,23.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,101,97.27358961474931,3.726410385250688,3.726410385250688,False
2021-05-11 04:00:00,20210511,105,113,108.0,False,False,False,False,False,True,True,4,2,0,0,0,0.0,9.0,0,0,5,82,82,4.418840607796598,0,22088,0,22,119.0,0.0,-37.0,0.0,13.4,91,56.21306,0.9,0.0,23.0,101.0,99.0,77.0,23.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,105,96.56728828782616,8.432711712173841,8.432711712173841,False
2021-05-11 05:00:00,20210511,97,111,106.0,False,False,False,False,False,True,True,5,2,0,0,0,0.0,9.0,0,0,5,0,0,0.0,1,22088,0,22,82.0,188.0,-82.0,0.0,13.4,90,56.2234,1.0,0.0,24.0,85.0,86.0,68.0,24.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,97,81.22310355804,15.776896441960005,15.776896441960005,False
2021-05-11 06:00:00,20210511,107,117,115.5,False,False,False,False,False,True,True,6,2,0,0,0,0.0,9.0,0,0,5,188,188,5.241747015059643,0,22088,0,22,0.0,2165.0,188.0,0.0,13.7,88,56.748439999999995,0.6,0.0,24.0,111.0,96.0,80.5,24.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,107,100.32460210027237,6.675397899727628,6.675397899727628,False
2021-05-11 07:00:00,20210511,124,140,138.0,False,False,False,False,False,True,True,7,2,0,0,0,0.0,9.0,0,1,5,2165,800,7.680637427560936,0,22088,0,22,188.0,637.0,1977.0,0.0,14.3,85,57.761449999999996,0.3,0.0,64.0,126.0,126.0,105.25,64.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,124,114.00175851483766,9.998241485162339,9.998241485162339,False
2021-05-11 08:00:00,20210511,171,177,176.0,False,False,False,False,False,True,True,8,2,0,0,0,0.0,9.0,2,0,5,637,637,6.45833828334479,0,22088,0,22,2165.0,1542.0,-1528.0,0.0,14.8,83,58.58016,0.8,0.0,177.0,171.0,152.0,163.25,177.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,171,163.30448871690734,7.695511283092657,7.695511283092657,False
2021-05-11 09:00:00,20210511,173,177,175.5,False,False,False,False,False,True,True,9,2,0,0,0,0.0,9.0,2,0,5,1542,800,7.341483852363161,0,22088,0,22,637.0,1472.0,905.0,0.0,14.9,82,58.73882,1.0,0.0,158.0,168.0,164.0,166.5,158.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,173,168.26781914785872,4.732180852141283,4.732180852141283,True
2021-05-11 10:00:00,20210511,160,171,170.0,False,False,False,False,False,True,True,10,2,0,0,0,0.0,9.0,2,0,5,1472,800,7.29505641646263,0,22088,0,22,1542.0,1484.0,-70.0,0.0,15.2,73,59.15804,1.6,0.0,157.0,161.0,148.0,155.75,157.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,160,156.77654700543357,3.223452994566429,3.223452994566429,False
2021-05-11 11:00:00,20210511,169,173,171.5,False,False,False,False,False,True,True,11,2,0,0,0,0.0,9.0,2,0,5,1484,800,7.3031700512368,0,22088,0,22,1472.0,0.0,12.0,0.0,16.4,70,60.93919999999999,2.2,0.0,164.0,173.0,165.0,167.25,164.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,169,168.88631782290793,0.11368217709207329,0.11368217709207329,False
2021-05-11 12:00:00,20210511,100,129,132.5,False,False,False,False,False,True,True,12,2,0,0,0,0.0,9.0,1,1,5,0,0,0.0,1,22088,0,22,1484.0,2483.0,-1484.0,0.0,16.6,64,61.11176,3.6,0.0,106.0,104.0,90.0,99.25,106.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,100,100.98017455917925,-0.9801745591792468,0.9801745591792468,False
2021-05-11 13:00:00,20210511,176,185,176.5,False,False,False,False,False,True,True,13,2,0,0,0,0.0,9.0,2,0,5,2483,800,7.81762544305337,0,22088,0,22,0.0,3081.0,2483.0,0.0,18.0,54,62.7808,2.6,0.0,158.0,165.0,164.0,165.25,158.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,176,166.8924046442941,9.10759535570591,9.10759535570591,True
2021-05-11 14:00:00,20210511,155,166,170.0,False,False,False,False,False,True,True,14,2,0,0,0,0.0,9.0,2,0,5,3081,800,8.033334015880062,0,22088,0,22,2483.0,807.0,598.0,0.0,17.7,46,62.11958,3.2,0.0,154.0,166.0,152.0,161.0,154.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,155,164.60395426164357,-9.603954261643565,9.603954261643565,False
2021-05-11 15:00:00,20210511,151,163,162.0,False,False,False,False,False,True,True,15,2,0,0,0,0.0,9.0,2,0,5,807,800,6.694562058521095,0,22088,0,22,3081.0,1509.0,-2274.0,0.0,17.1,50,61.4655,2.5,0.0,141.0,159.0,144.0,154.75,141.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,151,150.5480711390289,0.4519288609710941,0.4519288609710941,False
2021-05-11 16:00:00,20210511,144,151,151.5,False,False,False,False,False,True,True,16,2,0,0,0,0.0,9.0,2,0,5,1509,800,7.31986492980897,0,22088,0,22,807.0,458.0,702.0,0.0,17.0,47,61.2591,1.6,0.0,153.0,161.0,144.0,151.5,153.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,144,153.46144064450235,-9.461440644502346,9.461440644502346,False
2021-05-11 17:00:00,20210511,118,144,138.0,False,False,False,False,False,True,True,17,2,0,0,0,0.0,9.0,2,1,5,458,458,6.129050210060545,0,22088,0,22,1509.0,1720.0,-1051.0,0.0,16.6,50,60.813,2.4,0.0,128.0,123.0,114.0,121.0,128.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,118,118.29198719873114,-0.2919871987311353,0.2919871987311353,False
2021-05-11 18:00:00,20210511,138,141,142.5,False,False,False,False,False,True,True,18,2,0,0,0,0.0,9.0,2,0,5,1720,800,7.450660796211539,0,22088,0,22,458.0,3308.0,1262.0,0.0,16.2,57,60.412659999999995,3.1,0.0,159.0,163.0,124.0,145.0,159.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,138,143.8360443692169,-5.836044369216893,5.836044369216893,False
2021-05-11 19:00:00,20210511,132,138,139.5,False,False,False,False,False,True,True,19,2,0,0,0,0.0,9.0,2,0,5,3308,800,8.104401307921613,0,22088,0,22,1720.0,44.0,1588.0,0.0,15.6,63,59.65671999999999,2.9,0.0,142.0,158.0,99.0,132.75,142.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,132,142.13700792585723,-10.137007925857233,10.137007925857233,False
2021-05-11 20:00:00,20210511,128,131,130.5,False,False,False,False,False,True,True,20,2,0,0,0,0.0,9.0,0,0,5,44,44,3.8066624897703196,0,22088,0,22,3308.0,382.0,-3264.0,0.0,15.6,61,59.63384,2.3,0.0,111.0,124.0,118.0,115.75,111.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,128,115.59705731708891,12.402942682911089,12.402942682911089,False
2021-05-11 21:00:00,20210511,125,131,129.0,False,False,False,False,False,True,True,21,2,0,0,0,0.0,9.0,0,0,5,382,382,5.948034989180646,0,22088,0,22,44.0,40.0,338.0,0.0,15.3,65,59.24355,2.5,0.0,120.0,125.0,113.0,114.0,120.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,125,114.55517231431429,10.44482768568571,10.44482768568571,False
2021-05-11 22:00:00,20210511,107,112,110.5,False,False,False,False,False,True,True,22,2,0,0,0,0.0,9.0,0,0,5,40,40,3.713572066704308,0,22088,0,22,382.0,5.0,-342.0,0.0,15.0,73,58.851499999999994,2.6,0.0,112.0,105.0,102.0,103.0,112.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,107,101.70147644435652,5.298523555643484,5.298523555643484,False
2021-05-11 23:00:00,20210511,107,121,121.0,False,False,False,False,False,True,True,23,2,0,0,0,0.0,9.0,0,0,5,5,5,1.791759469228055,0,22088,0,22,40.0,,-35.0,0.0,15.0,75,58.8625,3.1,0.0,101.0,95.0,97.0,95.75,101.0,102.91666666666667,177.0,130.70833333333334,173.0,2021-05,2021-05,107,95.1139498362789,11.886050163721094,11.886050163721094,False
2021-05-12 00:00:00,20210512,67,75,79.0,False,False,False,False,False,True,True,0,3,0,0,0,0.0,10.0,0,0,5,0,0,0.0,1,20189,0,23,,533.0,,0.0,14.8,76,58.55552,3.4,0.0,64.0,65.0,61.0,62.0,64.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,67,60.74417434234598,6.255825657654022,6.255825657654022,False
2021-05-12 01:00:00,20210512,98,104,104.0,False,False,False,False,False,True,True,1,3,0,0,0,0.0,10.0,0,0,5,533,533,6.280395838960195,0,20189,0,23,0.0,226.0,533.0,0.0,14.7,76,58.39928,3.1,0.0,98.0,105.0,100.0,99.25,98.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,98,100.41631791263232,-2.416317912632323,2.416317912632323,False
2021-05-12 02:00:00,20210512,110,113,112.5,False,False,False,False,False,True,True,2,3,0,0,0,0.0,10.0,0,0,5,226,226,5.424950017481403,0,20189,0,23,533.0,93.0,-307.0,0.0,14.7,75,58.39675,3.4,0.0,104.0,110.0,102.0,101.75,104.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,110,99.83495340191689,10.165046598083109,10.165046598083109,False
2021-05-12 03:00:00,20210512,96,109,105.5,False,False,False,False,False,True,True,3,3,0,0,0,0.0,10.0,0,0,5,93,93,4.543294782270004,0,20189,0,23,226.0,300.0,-133.0,0.0,15.1,70,58.985299999999995,2.7,0.0,101.0,103.0,99.0,97.0,101.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,96,100.06473798504096,-4.0647379850409635,4.0647379850409635,False
2021-05-12 04:00:00,20210512,107,111,109.0,False,False,False,False,False,True,True,4,3,0,0,0,0.0,10.0,0,0,5,300,300,5.707110264748875,0,20189,0,23,93.0,25.0,207.0,0.0,15.0,72,58.846,2.9,0.0,105.0,112.0,105.0,101.5,105.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,107,100.57106043319413,6.428939566805866,6.428939566805866,False
2021-05-12 05:00:00,20210512,92,107,105.0,False,False,False,False,False,True,True,5,3,0,0,0,0.0,10.0,0,0,5,25,25,3.258096538021482,0,20189,0,23,300.0,560.0,-275.0,0.0,14.9,75,58.707249999999995,2.8,0.0,97.0,88.0,92.0,87.5,97.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,92,90.13099659142371,1.8690034085762903,1.8690034085762903,False
2021-05-12 06:00:00,20210512,104,110,106.0,False,False,False,False,False,True,True,6,3,0,0,0,0.0,10.0,0,0,5,560,560,6.329720905522696,0,20189,0,23,25.0,1735.0,535.0,0.0,14.9,79,58.72529,3.5,0.0,107.0,103.0,109.0,103.25,107.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,104,101.54848582184609,2.4515141781539143,2.4515141781539143,False
2021-05-12 07:00:00,20210512,126,147,144.0,False,False,False,False,False,True,True,7,3,0,0,0,0.0,10.0,0,1,5,1735,800,7.459338895220296,0,20189,0,23,560.0,691.0,1175.0,0.0,15.3,79,59.36212999999999,3.0,0.0,124.0,63.0,115.0,103.75,124.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,126,97.89573008954443,28.10426991045557,28.10426991045557,False
2021-05-12 08:00:00,20210512,169,178,177.5,False,False,False,False,False,True,True,8,3,0,0,0,0.0,10.0,2,0,5,691,691,6.539585955617669,0,20189,0,23,1735.0,716.0,-1044.0,0.0,15.9,76,60.274159999999995,3.2,0.0,171.0,21.0,164.0,129.5,171.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,169,123.17548970149699,45.824510298503014,45.824510298503014,False
2021-05-12 09:00:00,20210512,160,165,166.0,False,False,False,False,False,True,True,9,3,0,0,0,0.0,10.0,2,0,5,716,716,6.57507584059962,0,20189,0,23,691.0,941.0,25.0,0.0,16.2,72,60.673359999999995,2.6,0.0,173.0,21.0,160.0,126.25,173.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,160,122.55845491323215,37.441545086767846,37.441545086767846,False
2021-05-12 10:00:00,20210512,149,166,164.5,False,False,False,False,False,True,True,10,3,0,0,0,0.0,10.0,2,0,5,941,800,6.848005274576363,0,20189,0,23,716.0,952.0,225.0,0.0,16.3,70,60.7889,3.0,0.0,160.0,23.0,151.0,123.5,160.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,149,121.86081218258572,27.13918781741428,27.13918781741428,False
2021-05-12 11:00:00,20210512,168,183,173.0,False,False,False,False,False,True,True,11,3,0,0,0,0.0,10.0,2,0,5,952,800,6.859614903654202,0,20189,0,23,941.0,104.0,11.0,0.0,17.0,67,61.7651,2.6,0.0,169.0,21.0,167.0,127.75,169.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,168,120.58270902194228,47.41729097805772,47.41729097805772,False
2021-05-12 12:00:00,20210512,94,125,128.5,False,False,False,False,False,True,True,12,3,0,0,0,0.0,10.0,1,1,5,104,104,4.653960350157523,0,20189,0,23,952.0,1820.0,-848.0,0.0,19.3,55,64.57685,3.3,0.0,100.0,20.0,98.0,77.25,100.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,94,76.48166211169158,17.518337888308423,17.518337888308423,False
2021-05-12 13:00:00,20210512,178,184,180.0,False,False,False,False,False,True,True,13,3,0,0,0,0.0,10.0,2,0,5,1820,800,7.507141079727608,0,20189,0,23,104.0,1492.0,1716.0,0.0,19.3,53,64.48071,2.8,0.0,176.0,24.0,162.0,128.5,176.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,178,119.60226146294711,58.39773853705289,58.39773853705289,True
2021-05-12 14:00:00,20210512,164,172,175.5,False,False,False,False,False,True,True,14,3,0,0,0,0.0,10.0,2,0,5,1492,800,7.30854279753919,0,20189,0,23,1820.0,1155.0,-328.0,0.0,20.8,50,66.294,2.9,0.0,155.0,21.0,151.0,125.0,155.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,164,119.31990762379318,44.680092376206815,44.680092376206815,False
2021-05-12 15:00:00,20210512,153,168,165.5,False,False,False,False,False,True,True,15,3,0,0,0,0.0,10.0,2,0,5,1155,800,7.052721049232323,0,20189,0,23,1492.0,760.0,-337.0,0.0,19.8,54,65.20107999999999,3.2,0.0,151.0,21.0,140.0,117.75,151.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,153,117.42215488348445,35.57784511651555,35.57784511651555,False
2021-05-12 16:00:00,20210512,159,163,161.0,False,False,False,False,False,True,True,16,3,0,0,0,0.0,10.0,2,0,5,760,760,6.634633357861686,0,20189,0,23,1155.0,3446.0,-395.0,0.0,18.1,60,63.1324,2.9,0.0,144.0,23.0,137.0,116.25,144.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,159,118.92848657391583,40.07151342608417,40.07151342608417,False
2021-05-12 17:00:00,20210512,131,169,159.5,False,False,False,False,False,True,True,17,3,0,0,0,0.0,10.0,2,1,5,3446,800,8.145259566516865,0,20189,0,23,760.0,1012.0,2686.0,0.0,17.4,63,62.237379999999995,2.0,0.0,118.0,22.0,125.0,94.25,118.0,127.25,176.0,45.791666666666664,112.0,2021-05,2021-05,131,101.51044021851999,29.48955978148001,29.48955978148001,False
